"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZA2TTQ7H","report","2006","Stiegler, Marc; Miller, Mark","How Emily tamed the Caml","","","","","http://www.hpl.hp.com/techreports/2006/HPL-2006-116.pdf","","2006","2013-08-10 21:52:30","2013-08-10 21:52:30","2013-08-10 21:52:30","","","","","","","","","","","","Technical Report HPL-2006-116, Advanced Architecture Program. HP Laboratories Palo Alto","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/9R6SVRJM/HPL-2006-116.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GT2I39ZC","report","2011","Bracha, G.","Dart Programming Language Specification","","","","","","","2011-10-10","2013-08-10 21:47:10","2013-08-10 21:49:17","2013-08-10 21:47:10","","","","","","","","","","","","Google, Inc","","","","","","","","","Draft Version 0.01 The Dart Team","","/home/connolly/Zotero/storage/G58VTPXV/dartLangSpec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UB6SZEH7","conferencePaper","2010","Krishnamurthy, Akshay; Mettler, Adrian; Wagner, David","Fine-grained privilege separation for web applications","Proceedings of the 19th international conference on World wide web","","","","http://dl.acm.org/citation.cfm?id=1772747","","2010","2013-08-10 21:47:04","2013-08-10 21:47:04","2013-08-10 21:47:04","551–560","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/7C2GKHAM/capsules-www10.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXVI3FNP","report","2008","Miller, Mark S.; Samuel, Mike; Laurie, Ben; Awad, Ihab; Stay, Mike","Safe active content in sanitized javascript","","","","","https://google-caja.googlecode.com/files/caja-spec-2008-06-07.pdf","","2008","2013-08-10 21:46:26","2013-08-10 21:46:50","2013-08-10 21:46:26","","","","","","","","","","","","Google, Inc","","","","Technical report","","","Google Scholar","","","","/home/connolly/Zotero/storage/8J25CFWN/caja-spec-2008-06-07.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMJWXUH4","journalArticle","2010","Leef, George C.","Prevailing Wage Laws: Public Interest or Special Interest Legislation","Cato J.","","","","http://heinonlinebackup.com/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/catoj30&section=10","","2010","2013-08-10 21:46:19","2013-08-10 21:46:19","2013-08-10 21:46:19","137","","","30","","","Prevailing Wage Laws","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/9UNNU8DU/cj30n1-7.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ZHMXS66","report","2012","Steinberg, Udo","NOVA Microhypervisor Interface Specification","","","","","","","2012-11-30","2013-08-10 21:44:37","2013-08-10 21:45:57","2013-08-10 21:44:37","","","","","","","","","","","","Technische Universit ̈ t Dresden","","","Copyright c 2006–2011 Udo Steinberg, Technische Universit ̈ t Dresden. a Copyright c 2012 Udo Steinberg, Intel Corporation.","","","","Google Scholar","","","","/home/connolly/Zotero/storage/R8KARKQT/specification.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAVWXGIP","journalArticle","2006","Parr, Terence John","A functional language for generating structured text","URL http://www. cs. usfca. edu/parrt/papers/ST. pdf","","","","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.96.5714&rep=rep1&type=pdf","","2006","2013-08-10 21:43:53","2013-08-10 21:43:53","2013-08-10 21:43:53","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/6F82ZTF3/ST.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RX4G75Q3","report","2012","GANZ, STEVEN; RADUL, ALEXEY; SHIVERS, OLIN; HSU, AARON W.; READ, JEFFREY T.; SNELL-PYM, ALARIC; LUCIER, BRADLEY; RUSH, DAVID; SUSSMAN, GERALD J.; MEDERNACH, EMMANUEL","Revised^7 Report on the Algorithmic Language Scheme","","","","","http://trac.sacrideo.us/wg/raw-attachment/wiki/WikiStart/r7rs-draft-5-diff.pdf","","2012-02-13","2013-08-10 21:41:56","2013-08-10 21:43:13","2013-08-10 21:41:56","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/F6UWRUCV/r7rs-draft-6.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46G8EHKR","bookSection","2013","Miller, Mark S.; Van Cutsem, Tom; Tulloh, Bill","Distributed electronic rights in javascript","Programming Languages and Systems","","","","http://link.springer.com/chapter/10.1007/978-3-642-37036-6_1","","2013","2013-08-10 21:40:14","2021-12-25 23:00:55","2013-08-10 21:40:14","1–20","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/BVR35CV9/40673.pdf; /home/connolly/Zotero/storage/EIHDZZWD/distr-erights-in-js.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IRNAH6A","journalArticle","2009","Wickham, Hadley","plyr: Tools for splitting, applying and combining data","R package version 0.1","","","","http://cran.r-project.org/package=plyr","","2009","2013-08-10 21:40:04","2013-08-10 21:40:04","2013-08-10 21:40:04","651","","","9","","","plyr","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/457RCM58/plyr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4I6PSW3G","book","2011","Harper, Robert","Practical Foundations for Programming Languages","","","","","","","2011-03-02","2013-08-10 21:35:34","2013-08-10 21:38:16","2013-08-10 21:35:34","","","","","","","","","","","","","","","Copyright c 2010 by Robert Harper. http://creativecommons.org/licenses/by-nc-nd/3.0/us/","","","","","","Version 1.2 of 03.02.11.","","/home/connolly/Zotero/storage/2FNPB58S/book.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3XNJINX","report","2008","Shapiro, Jonathan; Sridhar, Swaroop; Doerrie, Scott","BitC (0.11 Transitional) Language Specification","","","","","","September 28, 2008","2008-09-28","2013-08-10 21:32:05","2013-08-10 21:34:42","","","","","","","","","","","","","","","","","","","","","","Version 0.11+ Jonathan Shapiro, Ph.D. The EROS Group, LLC Swaroop Sridhar Scott Doerrie Systems Research Laboratory Dept. of Computer Science Johns Hopkins University","","/home/connolly/Zotero/storage/IZXAGRJ2/bitc-spec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBIAM3V7","conferencePaper","2012","Yoo, Sunghwan; Killian, Charles; Kelly, Terence; Cho, Hyoun Kyu; Plite, Steven","Composable reliability for asynchronous systems","Proceedings of USENIX Annual Technical Conference","","","","https://www.usenix.org/system/files/conference/atc12/atc12-final206-7-20-12.pdf","","2012","2013-08-10 21:30:48","2013-08-10 21:30:48","2013-08-10 21:30:48","0–12","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/HDSWFM3C/atc12-final206-7-20-12.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5RIH4Z9","manuscript","2009","Baliga, Sandeep; Ely, Jeffrey C.","Mnemonomics: The Sunk Cost Fallacy as a Memory Kludge ∗","","","","","","March 13, 2009 Abstract We study a sequential investment model and offer a theory of the sunk cost fallacy as an optimal response to limited memory. As new information arrives, a decision-maker may not remember all the rea- sons he began a project. The initial sunk cost gives additional infor- mation about future net profits and should inform subsequent deci- sions. We show that in different environments, this can generate two forms of sunk cost bias. The Concorde effect makes the investor more eager to complete projects when sunk costs are high and the pro-rata effect makes the investor less eager. The relative magnitude of these effects determines the overall direction of the sunk cost bias. In a labo- ratory experiment we had subjects play a simple version of the model. In a baseline treatment with no memory constraints subjects exhibit the pro-rata bias. When we induce memory constraints the effect re- verses and the subjects exhibit the Concorde bias. Keywords: sunk-cost bias, Concorde effect, pro-rata fallacy, escalation of commitment, kludge.","2009-03-13","2013-08-10 21:28:47","2013-08-10 21:30:24","","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/HTDMPM3S/29 Baliga Mnemonomics.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2PFWMNJ","conferencePaper","2010","Mettler, Adrian; Wagner, David; Close, Tyler","Joe-E: A Security-Oriented Subset of Java.","NDSS","","","","http://www.internetsociety.org/sites/default/files/met.pdf","","2010","2013-08-10 21:26:42","2013-08-10 21:26:42","2013-08-10 21:26:42","","","","","","","Joe-E","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/VCNDW54B/joe-e-ndss10.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"646RGF29","document","","Bonevac, Daniel","Bonevac, Daniel CV","","","","","","","","2013-08-10 21:24:58","2013-08-10 21:26:06","","","","","","","","","","","","","","","","","","","","","","Logic, Sets and Functions","","/home/connolly/Zotero/storage/HP4EQ7UX/BonevacCV.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZXT5R2R","bookSection","2008","Sridhar, Swaroop; Shapiro, Jonathan S.; Smith, Scott F.","Sound and complete type inference for a systems programming language","Programming Languages and Systems","","","","http://link.springer.com/chapter/10.1007/978-3-540-89330-1_21","","2008","2013-08-10 21:23:52","2013-08-10 21:23:52","2013-08-10 21:23:52","290–306","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/D4JK6EK6/APLAS2008.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DHQM6HFS","document","2008","","1500 Claim Form Map to the X12 837 Health Care Claim: Professional","","","","","","","2008-11","2013-08-10 21:18:08","2013-08-10 21:19:01","","","","","","","","","","","","","National Uniform Claim Committee","","","copyright 2008 Data Interchange Standards Association, on behalf of the Accredited Standards Committee X12. Applicable FARS/DFARS restrictions apply.","","","","","","","","/home/connolly/Zotero/storage/2942A4BN/1500_form_map_to_837p_4010a1_v1-0_112008.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPK4GW39","report","2008","Funkhouser, Mark; Cauthen, Wayne","Priorities: A Report to Citizens","","","","","","Mayor Mark Funkhouser, Councilmembers and City Manager Wayne A. Cauthen met in August 2007 and established five priorities","2008","2013-08-10 21:14:28","2013-08-10 21:17:29","","","","","","","","","","","","","Kansas City Missouri","","","","","","","","","","","/home/connolly/Zotero/storage/45JGXW4Q/003395.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HR4NCZ6P","conferencePaper","1994","MacGregor, Robert M.","A description classifier for the predicate calculus","AAAI","","","","http://www.isi.edu/isd/LOOM/papers/macgregor/aaai94.pdf","","1994","2013-08-10 21:13:12","2013-08-10 21:13:12","2013-08-10 21:13:12","213–220","","","94","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/MMX2ZI6S/aaai94.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
